Itemized report for invoice #USI25-04513907
"This itemized report reflects the cost of each item purchased on the associated invoice."

"Itemization details Aug 18, 2025"

Company,Job Key,Reference Number,Job Title,Location,Quantity,Unit,Average Cost,Total,Currency
"The Employers Choice","489c9ea2ce571217","4042257-168-1","Sales Associate","Dallas, TX","57","click","0.91","51.60","USD"
"The Employers Choice","870c07f9b5e8b83b","4042257-147-1","Sales Representative","Maumelle, AR","99","click","0.86","85.02","USD"
"The Employers Choice","889054002d0dcea5","4042257-148-1","Sales Associate","Maumelle, AR","64","click","0.51","32.88","USD"
"The Employers Choice","f3bbd67af42b42e1","4042257-183-1","Sales Representative","Tyler, TX","56","click","0.42","23.47","USD"
"The Employers Choice","43bc17320b98a102","4042257-194-1","Insurance Representative","Dallas, TX","43","click","0.83","35.51","USD"
"The Employers Choice","fd7cf2f02cef8860","4042257-188-1","Sales Associate","Indianapolis, IN","78","click","1.04","80.92","USD"
"The Employers Choice","77293667443d372d","4042257-181-1","Insurance Representative","Jonesboro, AR","66","click","0.74","49.04","USD"
"The Employers Choice","3fb4258b211237c9","4042257-171-1","Insurance Representative","Indianapolis, IN","39","click","2.55","99.29","USD"
"The Employers Choice","9bbb621ea1839a35","4042257-139-1","Sales Associate","Searcy, AR","76","click","0.65","49.48","USD"
"The Employers Choice","3d667d2a2f1747a4","4042257-175-2","Virtual Insurance Representative","Fayetteville, AR","88","click","0.30","26.63","USD"
"The Employers Choice","3ed4fcd795a1af44","4042257-193-1","Insurance Representative","Birmingham, AL","50","click","0.99","49.75","USD"
"The Employers Choice","4fe7ba770e7281bb","4042257-192-1","Insurance Representative","Evansville, IN","65","click","1.31","85.43","USD"
"The Employers Choice","802eb1777372fb34","4042257-187-1","Virtual Insurance Representative","Southaven, MS","65","click","0.42","27.44","USD"
"The Employers Choice","4e1290f21e69b986","4042257-172-4","Insurance Representative","Carmel, IN","94","click","0.84","78.95","USD"
"The Employers Choice","6bebd637ef6a80fb","4042257-184-1","Virtual Insurance Representative","Oxford, MS","63","click","0.49","31.11","USD"
"The Employers Choice","095cbf54656b79d3","4042257-177-4","Insurance Representative","Conway, AR","55","click","0.99","54.52","USD"
"The Employers Choice","56411bd623e8d037","4042257-178-1","Insurance Representative","Rogers, AR","57","click","1.37","78.31","USD"
"The Employers Choice","fe6d8e12c4e18050","4042257-190-1","Insurance Representative","Huntsville, AL","43","click","0.77","33.20","USD"
"The Employers Choice","243eae2b72de5001","4042257-191-1","Insurance Representative","Mobile, AL","40","click","0.80","32.09","USD"
,,,,,,,"Total cost","1004.64","USD"
,,,,,,,"Tax","0.00","USD"
,,,,,,,"Total amount","1004.64","USD"


"This itemized report reflects the cost of each item purchased on the associated invoice."
