Itemized report for invoice #USI25-04450782
"This itemized report reflects the cost of each item purchased on the associated invoice."

"Itemization details Aug 12, 2025"

Company,Job Key,Reference Number,Job Title,Location,Quantity,Unit,Average Cost,Total,Currency
"The Employers Choice","489c9ea2ce571217","4042257-168-1","Sales Associate","Dallas, TX","67","click","0.83","55.57","USD"
"The Employers Choice","870c07f9b5e8b83b","4042257-147-1","Sales Representative","Maumelle, AR","109","click","1.02","111.14","USD"
"The Employers Choice","889054002d0dcea5","4042257-148-1","Sales Associate","Maumelle, AR","62","click","0.46","28.55","USD"
"The Employers Choice","f3bbd67af42b42e1","4042257-183-1","Sales Representative","Tyler, TX","44","click","0.57","24.91","USD"
"The Employers Choice","e32aaa6348335b1d","4042257-152-1","Insurance Representative","Little Rock, AR","46","click","1.02","47.03","USD"
"The Employers Choice","77293667443d372d","4042257-181-1","Insurance Representative","Jonesboro, AR","92","click","0.74","68.45","USD"
"The Employers Choice","fd7cf2f02cef8860","4042257-188-1","Sales Associate","Indianapolis, IN","43","click","1.00","43.07","USD"
"The Employers Choice","3fb4258b211237c9","4042257-171-1","Insurance Representative","Indianapolis, IN","35","click","1.93","67.48","USD"
"The Employers Choice","9bbb621ea1839a35","4042257-139-1","Sales Associate","Searcy, AR","111","click","0.56","61.74","USD"
"The Employers Choice","3d667d2a2f1747a4","4042257-175-2","Virtual Insurance Representative","Fayetteville, AR","108","click","0.29","31.86","USD"
"The Employers Choice","802eb1777372fb34","4042257-187-1","Virtual Insurance Representative","Southaven, MS","81","click","0.36","28.86","USD"
"The Employers Choice","4fe7ba770e7281bb","4042257-192-1","Insurance Representative","Evansville, IN","75","click","1.05","78.62","USD"
"The Employers Choice","4e1290f21e69b986","4042257-172-4","Insurance Representative","Carmel, IN","84","click","1.01","85.14","USD"
"The Employers Choice","6bebd637ef6a80fb","4042257-184-1","Virtual Insurance Representative","Oxford, MS","73","click","0.46","33.54","USD"
"The Employers Choice","095cbf54656b79d3","4042257-177-4","Insurance Representative","Conway, AR","73","click","0.81","59.11","USD"
"The Employers Choice","56411bd623e8d037","4042257-178-1","Insurance Representative","Rogers, AR","58","click","1.84","106.65","USD"
"The Employers Choice","243eae2b72de5001","4042257-191-1","Insurance Representative","Mobile, AL","66","click","0.65","43.04","USD"
"The Employers Choice","fe6d8e12c4e18050","4042257-190-1","Insurance Representative","Huntsville, AL","42","click","0.60","25.32","USD"
,,,,,,,"Total cost","1000.08","USD"
,,,,,,,"Tax","0.00","USD"
,,,,,,,"Total amount","1000.08","USD"


"This itemized report reflects the cost of each item purchased on the associated invoice."
