Itemized report for invoice #USI25-04485205
"This itemized report reflects the cost of each item purchased on the associated invoice."

"Itemization details Aug 15, 2025"

Company,Job Key,Reference Number,Job Title,Location,Quantity,Unit,Average Cost,Total,Currency
"The Employers Choice","489c9ea2ce571217","4042257-168-1","Sales Associate","Dallas, TX","39","click","0.76","29.61","USD"
"The Employers Choice","870c07f9b5e8b83b","4042257-147-1","Sales Representative","Maumelle, AR","115","click","0.72","82.51","USD"
"The Employers Choice","889054002d0dcea5","4042257-148-1","Sales Associate","Maumelle, AR","27","click","0.89","24.03","USD"
"The Employers Choice","e32aaa6348335b1d","4042257-152-1","Insurance Representative","Little Rock, AR","40","click","1.11","44.29","USD"
"The Employers Choice","f3bbd67af42b42e1","4042257-183-1","Sales Representative","Tyler, TX","69","click","0.45","30.85","USD"
"The Employers Choice","43bc17320b98a102","4042257-194-1","Insurance Representative","Dallas, TX","13","click","2.49","32.37","USD"
"The Employers Choice","fd7cf2f02cef8860","4042257-188-1","Sales Associate","Indianapolis, IN","87","click","0.84","72.97","USD"
"The Employers Choice","77293667443d372d","4042257-181-1","Insurance Representative","Jonesboro, AR","56","click","0.90","50.23","USD"
"The Employers Choice","9bbb621ea1839a35","4042257-139-1","Sales Associate","Searcy, AR","59","click","1.00","58.99","USD"
"The Employers Choice","3fb4258b211237c9","4042257-171-1","Insurance Representative","Indianapolis, IN","59","click","1.24","73.17","USD"
"The Employers Choice","3d667d2a2f1747a4","4042257-175-2","Virtual Insurance Representative","Fayetteville, AR","70","click","0.39","26.95","USD"
"The Employers Choice","3ed4fcd795a1af44","4042257-193-1","Insurance Representative","Birmingham, AL","55","click","1.25","68.84","USD"
"The Employers Choice","4fe7ba770e7281bb","4042257-192-1","Insurance Representative","Evansville, IN","63","click","1.31","82.63","USD"
"The Employers Choice","802eb1777372fb34","4042257-187-1","Virtual Insurance Representative","Southaven, MS","78","click","0.35","27.36","USD"
"The Employers Choice","4e1290f21e69b986","4042257-172-4","Insurance Representative","Carmel, IN","75","click","1.18","88.66","USD"
"The Employers Choice","6bebd637ef6a80fb","4042257-184-1","Virtual Insurance Representative","Oxford, MS","52","click","0.49","25.57","USD"
"The Employers Choice","095cbf54656b79d3","4042257-177-4","Insurance Representative","Conway, AR","59","click","1.03","60.71","USD"
"The Employers Choice","243eae2b72de5001","4042257-191-1","Insurance Representative","Mobile, AL","87","click","0.56","48.78","USD"
"The Employers Choice","56411bd623e8d037","4042257-178-1","Insurance Representative","Rogers, AR","23","click","2.16","49.62","USD"
"The Employers Choice","fe6d8e12c4e18050","4042257-190-1","Insurance Representative","Huntsville, AL","42","click","0.53","22.47","USD"
,,,,,,,"Total cost","1000.61","USD"
,,,,,,,"Tax","0.00","USD"
,,,,,,,"Total amount","1000.61","USD"


"This itemized report reflects the cost of each item purchased on the associated invoice."
