Itemized report for invoice #USI25-03988008
"This itemized report reflects the cost of each item purchased on the associated invoice."

"Itemization details Jul 29, 2025"

Company,Job Key,Reference Number,Job Title,Location,Quantity,Unit,Average Cost,Total,Currency
"The Employers Choice","489c9ea2ce571217","4042257-168-1","Sales Associate","Dallas, TX","74","click","0.71","52.39","USD"
"The Employers Choice","870c07f9b5e8b83b","4042257-147-1","Sales Representative","Maumelle, AR","110","click","0.79","86.90","USD"
"The Employers Choice","889054002d0dcea5","4042257-148-1","Sales Associate","Maumelle, AR","63","click","0.44","27.78","USD"
"The Employers Choice","e32aaa6348335b1d","4042257-152-1","Insurance Representative","Little Rock, AR","106","click","0.55","58.64","USD"
"The Employers Choice","f3bbd67af42b42e1","4042257-183-1","Sales Representative","Tyler, TX","79","click","0.40","31.98","USD"
"The Employers Choice","0ac6460c384380f5","4042257-177-3","Insurance Representative","Holly Springs, MS","34","click","0.81","27.70","USD"
"The Employers Choice","3a263c078ea83a40","4042257-177-2","Insurance Representative","Conway, AR","3","click","0.26","0.79","USD"
"The Employers Choice","fd7cf2f02cef8860","4042257-188-1","Sales Associate","Indianapolis, IN","62","click","1.00","61.70","USD"
"The Employers Choice","77293667443d372d","4042257-181-1","Insurance Representative","Jonesboro, AR","106","click","0.51","53.61","USD"
"The Employers Choice","9bbb621ea1839a35","4042257-139-1","Sales Associate","Searcy, AR","112","click","0.53","59.12","USD"
"The Employers Choice","3fb4258b211237c9","4042257-171-1","Insurance Representative","Indianapolis, IN","81","click","1.29","104.38","USD"
"The Employers Choice","3d667d2a2f1747a4","4042257-175-2","Virtual Insurance Representative","Fayetteville, AR","82","click","0.19","15.41","USD"
"The Employers Choice","802eb1777372fb34","4042257-187-1","Virtual Insurance Representative","Southaven, MS","51","click","0.29","14.65","USD"
"The Employers Choice","4fe7ba770e7281bb","4042257-192-1","Insurance Representative","Evansville, IN","124","click","0.67","82.67","USD"
"The Employers Choice","4e1290f21e69b986","4042257-172-4","Insurance Representative","Carmel, IN","81","click","1.09","88.17","USD"
"The Employers Choice","6bebd637ef6a80fb","4042257-184-1","Virtual Insurance Representative","Oxford, MS","41","click","0.30","12.29","USD"
"The Employers Choice","095cbf54656b79d3","4042257-177-4","Insurance Representative","Conway, AR","54","click","1.05","56.91","USD"
"The Employers Choice","56411bd623e8d037","4042257-178-1","Insurance Representative","Rogers, AR","71","click","1.19","84.74","USD"
"The Employers Choice","243eae2b72de5001","4042257-191-1","Insurance Representative","Mobile, AL","85","click","0.56","47.97","USD"
"The Employers Choice","fe6d8e12c4e18050","4042257-190-1","Insurance Representative","Huntsville, AL","76","click","0.43","32.50","USD"
,,,,,,,"Total cost","1000.30","USD"
,,,,,,,"Tax","0.00","USD"
,,,,,,,"Total amount","1000.30","USD"


"This itemized report reflects the cost of each item purchased on the associated invoice."
